MNTH,BRAND_NAME,RESTAURANT_ID,BRAND,CITY_CLASSIFICATION,ORDERS,FULFILLED_GMV,FREEBIE_BURN,S_BURN,R_BURN,REST_EO_BURN,REST_TD,TOTAL_DISCOUNT,Final R Burn,,,,
2025-07,Wow_Momo,407377,Wow_Momo,India_1,438,254405.8078,0,2293.8,4038.4,,113447.4,120910,117485.8,,,,
2025-07,Wow_Momo,480170,Wow_Momo,India_1,213,116035.0932,0,975.15,1696.66,,56773,62144,58469.66,,,,
2025-07,Wow_Momo,14122,Wow_Momo,India_1,541,299390.6431,0,1685.64,3091.57,,133476.1,144095,136567.67,,,,
2025-07,Wow_Momo,864541,Wow_Momo,India_1,724,380916.046,0,2341.21,4281.41,,156306.3,169209,160587.71,,,,
2025-07,Wow_Momo,96881,Wow_Momo,India_1,933,487210.4565,0,4114.28,7162.79,,200701.1,220585,207863.89,,,,
2025-07,Wow_Momo,262891,Wow_Momo,India_1,319,134061.5824,0,2402.89,4458.87,,44508.7,54115,48967.57,,,,
2025-07,Wow_Momo,671902,Wow_Momo,India_2,404,205404.369,0,969.49,1927.06,,85017.9,93628,86944.96,,,,
2025-07,Wow_Momo,602944,Wow_Momo,India_2,134,65545.20417,0,307.5,592.46,,25700,28225,26292.46,,,,
2025-07,Wow_Momo,21742,Wow_Momo,India_1,759,384538.5121,0,4192.02,7356.47,,157852.9,175818,165209.37,,,,
2025-07,Wow_Momo,94959,Wow_Momo,India_1,278,144840.2572,0,1050.81,1908.6,,58504.6,63064,60413.2,,,,
2025-07,Wow_Momo,259465,Wow_Momo,India_1,397,223611.8997,0,1171.83,2088.38,,102936.4,108883,105024.78,,,,
2025-07,Wow_Momo,699423,Wow_Momo,India_1,886,463501.9879,0,2755.63,4777.46,,194961.9,208393,199739.36,,,,
2025-07,Wow_Momo,66799,Wow_Momo,India_1,273,120450.5514,0,1850.13,3400.2,,42157.5,49978,45557.7,,,,
2025-07,Wow_Momo,427064,Wow_Momo,India_1,98,52939.51464,0,287.5,512.48,,20844.8,22556,21357.28,,,,
2025-07,Wow_Momo,881803,Wow_Momo,India_1,179,82592.50214,0,1510.84,2684.32,,31266,36716,33950.32,,,,
2025-07,Wow_Momo,926942,Wow_Momo,India_2,290,112455.6307,0,1358.56,2551.56,,51045.3,61494,53596.86,,,,
2025-07,Wow_Momo,932340,Wow_Momo,India_1,490,260041.6675,0,2050.71,3715.56,,112622.4,121334,116337.96,,,,
2025-07,Wow_Momo,564244,Wow_Momo,India_2,677,324030.5665,0,1078.4,2159.83,,141082.9,154980,143242.73,,,,
2025-07,Wow_Momo,613914,Wow_Momo,India_1,312,151661.4606,0,1064.86,1877.5,,65135.2,73562,67012.7,,,,
2025-07,Wow_Momo,333174,Wow_Momo,India_1,1279,674580.9032,0,4335,7814.9,,276526.1,298760,284341,,,,
2025-07,Wow_Momo,96094,Wow_Momo,India_1,235,118141.2566,0,922.42,1588.04,,47137,51253,48725.04,,,,
2025-07,Wow_Momo,602945,Wow_Momo,India_1,678,357271.5211,0,3818.38,6923.08,,162646.6,181673,169569.68,,,,
2025-07,Wow_Momo,466737,Wow_Momo,India_1,352,202111.7399,0,1433.48,2431.41,,93686.5,102609,96117.91,,,,
2025-07,Wow_Momo,217809,Wow_Momo,India_2,608,281820.0279,0,1792.71,3432.85,,102421.2,116937,105854.05,,,,
2025-07,Wow_Momo,581572,Wow_Momo,India_1,385,198348.7412,0,3357.57,5532.57,,79457.5,93211,84990.07,,,,
2025-07,Wow_Momo,1067072,Wow_Momo,India_2,799,351456.857,0,3231.53,6058.26,,136509.4,158409,142567.66,,,,
2025-07,Wow_Momo,355570,Wow_Momo,India_1,1007,564503.2097,0,3814.22,6683.25,,268945.5,286730,275628.75,,,,
2025-07,Wow_Momo,888354,Wow_Momo,India_2,649,301668.0939,0,2481.19,4507.84,,118701.4,134114,123209.24,,,,
2025-07,Wow_Momo,263416,Wow_Momo,India_1,718,348779.921,0,5138.99,8943.62,,141626,160423,150569.62,,,,
2025-07,Wow_Momo,753910,Wow_Momo,India_1,429,219261.8313,0,1770.31,3223.36,,91135,100321,94358.36,,,,
2025-07,Wow_Momo,523695,Wow_Momo,India_1,462,246197.4047,0,2094.11,3789.04,,117419.2,131079,121208.24,,,,
2025-07,Wow_Momo,1045926,Wow_Momo,India_1,315,154468.1444,0,2130.25,3952.51,,69025.8,78858,72978.31,,,,
2025-07,Wow_Momo,937302,Wow_Momo,India_2,824,325417.5071,0,1526.03,2884.12,,130049,143418,132933.12,,,,
2025-07,Wow_Momo,911626,Wow_Momo,India_2,1124,452084.7667,0,2423.44,4656.23,,158806.1,180549,163462.33,,,,
2025-07,Wow_Momo,620975,Wow_Momo,India_1,663,345572.6151,0,2079.78,3648.07,,141115.2,152621,144763.27,,,,
2025-07,Wow_Momo,753901,Wow_Momo,India_2,250,108131.3304,0,713.23,1396,,43340.7,50010,44736.7,,,,
2025-07,Wow_Momo,755970,Wow_Momo,India_1,233,129294.556,0,298.67,554.68,,60117.8,62894,60672.48,,,,
2025-07,Wow_Momo,194367,Wow_Momo,India_1,110,57005.1336,0,365,734.98,,25331.3,28187,26066.28,,,,
2025-07,Wow_Momo,786564,Wow_Momo,India_1,843,428584.7182,0,4165.95,7244.45,,172177.5,189595,179421.95,,,,
2025-07,Wow_Momo,27163,Wow_Momo,India_1,271,137567.4033,0,1167.88,2004.59,,57787.1,65701,59791.69,,,,
2025-07,Wow_Momo,920693,Wow_Momo,India_1,386,188264.5095,0,3034.57,5557,,70700,81870,76257,,,,
2025-07,Wow_Momo,79066,Wow_Momo,India_1,299,126256.1394,0,717.75,1417.25,,46352.4,51541,47769.65,,,,
2025-07,Wow_Momo,722752,Wow_Momo,India_1,390,168888.0646,0,3619.72,6729.37,,58683,73008,65412.37,,,,
2025-07,Wow_Momo,908946,Wow_Momo,India_1,473,227665.5183,0,2413.86,4266.2,,102128.3,116391,106394.5,,,,
2025-07,Wow_Momo,942545,Wow_Momo,India_2,260,115024.4246,0,1474.2,2779.82,,44262.4,52686,47042.22,,,,
2025-07,Wow_Momo,402717,Wow_Momo,India_1,382,177998.9785,0,1384.51,2542.58,,75032,83123,77574.58,,,,
2025-07,Wow_Momo,680199,Wow_Momo,India_1,240,125782.5848,0,453.11,755.8,,60254,62858,61009.8,,,,
2025-07,Wow_Momo,84112,Wow_Momo,India_1,5,2647.998789,0,0,0,,915,1125,915,,,,
2025-07,Wow_Momo,1066138,Wow_Momo,India_1,340,160693.2729,0,2345.07,4355.02,,63584.4,73560,67939.42,,,,
2025-07,Wow_Momo,633145,Wow_Momo,India_1,898,478106.1041,0,3220.88,5852.68,,210441.5,224589,216294.18,,,,
2025-07,Wow_Momo,593678,Wow_Momo,India_2,99,46267.04546,0,575.61,1068.97,,18968,21893,20036.97,,,,
2025-07,Wow_Momo,1019027,Wow_Momo,India_1,428,204116.6442,0,3442.04,6474.43,,77692,90773,84166.43,,,,
2025-07,Wow_Momo,774610,Wow_Momo,India_2,192,86989.37865,0,762.66,1459.21,,35486,39403,36945.21,,,,
2025-07,Wow_Momo,625686,Wow_Momo,India_1,123,53920.97641,0,721.53,1328.53,,20191,22985,21519.53,,,,
2025-07,Wow_Momo,759226,Wow_Momo,India_2,184,79380.70614,0,302.32,532.89,,31492.2,36054,32025.09,,,,
2025-07,Wow_Momo,979739,Wow_Momo,India_2,1408,716931.2548,0,3303.69,6762.12,,305768.7,327562,312530.82,,,,
2025-07,Wow_Momo,331817,Wow_Momo,India_1,589,343270.4808,0,3289.61,5946.63,,159007.9,173798,164954.53,,,,
2025-07,Wow_Momo,500508,Wow_Momo,India_1,1021,562820.5329,0,1894.04,3506.71,,240553,248745,244059.71,,,,
2025-07,Wow_Momo,1011078,Wow_Momo,India_1,529,317172.7256,0,3397.01,5917.19,,150196.7,165116,156113.89,,,,
2025-07,Wow_Momo,396874,Wow_Momo,India_1,984,488571.1737,0,4074.33,7145.06,,207840.9,227771,214985.96,,,,
2025-07,Wow_Momo,774608,Wow_Momo,India_2,480,216253.4861,0,2292.24,4271.25,,84885.6,100337,89156.85,,,,
2025-07,Wow_Momo,728527,Wow_Momo,India_2,192,81599.08367,0,582.62,1137.7,,32046.5,37133,33184.2,,,,
2025-07,Wow_Momo,648910,Wow_Momo,India_2,230,100656.9976,0,1067.08,2091.02,,39588.8,47130,41679.82,,,,
2025-07,Wow_Momo,13922,Wow_Momo,India_1,464,244413.8708,0,1679.21,2854.26,,106086.7,114699,108940.96,,,,
2025-07,Wow_Momo,15680,Wow_Momo,India_1,1134,568067.3506,0,5190.52,9001.45,,234724.8,259490,243726.25,,,,
2025-07,Wow_Momo,905188,Wow_Momo,India_2,273,136012.5094,0,1257.48,2342.4,,63191,69266,65533.4,,,,
2025-07,Wow_Momo,21741,Wow_Momo,India_1,513,263527.0983,0,2501.61,4475,,112241.5,122665,116716.5,,,,
2025-07,Wow_Momo,92876,Wow_Momo,India_1,246,131446.3606,0,1312.15,2229.66,,58669,64123,60898.66,,,,
2025-07,Wow_Momo,211500,Wow_Momo,India_1,770,361423.8084,0,1906.1,3618.38,,142301.6,153917,145919.98,,,,
2025-07,Wow_Momo,895428,Wow_Momo,India_1,578,287532.939,0,4097.79,7435.02,,123071.4,137431,130506.42,,,,
2025-07,Wow_Momo,93237,Wow_Momo,India_1,423,238226.2779,0,1238.06,2170.66,,108253.5,116020,110424.16,,,,
2025-07,Wow_Momo,77584,Wow_Momo,India_1,2527,1471797.91,0,9241.8,16038.77,,717818.1,761607,733856.87,,,,
2025-07,Wow_Momo,377176,Wow_Momo,India_1,217,117920.5225,0,569.17,1071.27,,51441.2,54526,52512.47,,,,
2025-07,Wow_Momo,806606,Wow_Momo,India_1,540,300946.0917,0,2793.83,4914.81,,118216.3,130099,123131.11,,,,
2025-07,Wow_Momo,895426,Wow_Momo,India_1,362,196540.1459,0,2464.94,4456.29,,77723.8,89287,82180.09,,,,
2025-07,Wow_Momo,31409,Wow_Momo,India_1,218,115012.4881,0,1329.92,2266.19,,45359,49510,47625.19,,,,
2025-07,Wow_Momo,465497,Wow_Momo,India_1,776,397556.4938,0,2953.32,5146.73,,174095.7,189169,179242.43,,,,
2025-07,Wow_Momo,864543,Wow_Momo,India_2,470,198074.2985,0,2917.42,5806.52,,64227.6,77397,70034.12,,,,
2025-07,Wow_Momo,14166,Wow_Momo,India_1,539,263227.8884,0,3200.99,5463.88,,106376.9,118396,111840.78,,,,
2025-07,Wow_Momo,211501,Wow_Momo,India_1,789,355249.2736,0,2990.53,5699.46,,129903.4,142839,135602.86,,,,
2025-07,Wow_Momo,308457,Wow_Momo,India_1,971,501265.2903,0,3963.31,6940.99,,207959.6,226385,214900.59,,,,
2025-07,Wow_Momo,725077,Wow_Momo,India_1,1686,796758.8423,0,9554.55,16988.09,,308761,344876,325749.09,,,,
2025-07,Wow_Momo,417550,Wow_Momo,India_1,734,389674.2058,0,2461.65,4285.82,,155984.2,166174,160270.02,,,,
2025-07,Wow_Momo,102190,Wow_Momo,India_1,238,127581.1173,0,856.41,1490.46,,57997.7,63478,59488.16,,,,
2025-07,Wow_Momo,888356,Wow_Momo,India_1,1088,543195.8069,0,4979.77,8856.26,,219871.7,243109,228727.96,,,,
2025-07,Wow_Momo,15677,Wow_Momo,India_1,756,425139.6244,0,5835.19,10670.18,,191975,213230,202645.18,,,,
2025-07,Wow_Momo,258122,Wow_Momo,India_1,1060,536904.266,0,3529.14,6036.09,,230595,249654,236631.09,,,,
2025-07,Wow_Momo,255696,Wow_Momo,India_1,879,488783.2676,0,5030.08,8787.85,,210989,228820,219776.85,,,,
2025-07,Wow_Momo,44902,Wow_Momo,India_1,300,151594.3219,0,2046.13,3802.45,,61363.3,69452,65165.75,,,,
2025-07,Wow_Momo,874678,Wow_Momo,India_2,848,361144.0489,0,2724.78,5246.46,,144922.1,163466,150168.56,,,,
2025-07,Wow_Momo,615720,Wow_Momo,India_1,210,112501.3347,0,1093.39,1876.95,,47923.8,52195,49800.75,,,,
2025-07,Wow_Momo,335778,Wow_Momo,India_1,689,356413.9379,0,4698.58,8304.1,,138010,154645,146314.1,,,,
2025-07,Wow_Momo,184568,Wow_Momo,India_1,985,452988.0413,0,3416.18,6131.37,,180123.1,201324,186254.47,,,,
2025-07,Wow_Momo,369492,Wow_Momo,India_1,342,180631.3388,0,858.99,1478.8,,76405.2,80725,77884,,,,
2025-07,Wow_Momo,915026,Wow_Momo,India_2,640,296700.7617,0,3701.84,7355.27,,112577.8,132013,119933.07,,,,
2025-07,Wow_Momo,242626,Wow_Momo,India_1,216,95046.07878,0,1927.5,3615.28,,31453,38935,35068.28,,,,
2025-07,Wow_Momo,13920,Wow_Momo,India_1,719,358264.2087,0,3398.18,5919.75,,142515.5,158982,148435.25,,,,
2025-07,Wow_Momo,665195,Wow_Momo,India_1,626,290455.3578,0,1683.72,3205.43,,117591.3,131374,120796.73,,,,
2025-07,Wow_Momo,244004,Wow_Momo,India_1,1208,560270.8992,0,9400.74,16913.14,,210878.5,244658,227791.64,,,,
2025-07,Wow_Momo,920690,Wow_Momo,India_2,634,286967.0094,0,1370.03,2508.57,,115356.6,129470,117865.17,,,,
2025-07,Wow_Momo,694789,Wow_Momo,India_1,1812,961292.432,0,8371.31,14637.14,,389911.1,423111,404548.24,,,,
2025-07,Wow_Momo,232817,Wow_Momo,India_1,190,106753.6537,0,683.59,1262.37,,44830,47690,46092.37,,,,
2025-07,Wow_Momo,895432,Wow_Momo,India_2,137,62201.32022,0,446.24,828.72,,25713.5,30303,26542.22,,,,
2025-07,Wow_Momo,938008,Wow_Momo,India_1,106,68436.94053,0,777.42,1320.2,,28386,31093,29706.2,,,,
2025-07,Wow_Momo,166469,Wow_Momo,India_1,357,194138.7849,0,1320.1,2301.51,,87959.3,94394,90260.81,,,,
2025-07,Wow_Momo,27853,Wow_Momo,India_1,521,309998.0109,0,2863.63,4967.98,,136552.4,149705,141520.38,,,,
2025-07,Wow_Momo,266457,Wow_Momo,India_1,281,144782.1591,0,723.39,1414.81,,58289,61558,59703.81,,,,
2025-07,Wow_Momo,213119,Wow_Momo,India_1,278,138132.8995,0,935.18,1620.31,,56267.8,62264,57888.11,,,,
2025-07,Wow_Momo,938118,Wow_Momo,India_2,70,34860.31098,0,437.49,812.48,,12897.8,15489,13710.28,,,,
2025-07,Wow_Momo,464324,Wow_Momo,India_1,415,219052.8833,0,2672.44,4580.84,,86604,96516,91184.84,,,,
2025-07,Wow_Momo,453672,Wow_Momo,India_2,704,328897.579,0,1349.56,2584.81,,146368.3,160987,148953.11,,,,
2025-07,Wow_Momo,535794,Wow_Momo,India_1,510,289481.0542,0,2634.98,4514.77,,126131.4,138285,130646.17,,,,
2025-07,Wow_Momo,46877,Wow_Momo,India_1,546,331220.5274,0,1495.33,2574.84,,163826.2,174928,166401.04,,,,
2025-07,Wow_Momo,86194,Wow_Momo,India_1,174,76192.7087,0,1843.69,3509.4,,25880.4,32902,29389.8,,,,
2025-07,Wow_Momo,644590,Wow_Momo,India_2,249,105114.9766,0,1371.57,2578.53,,38309.5,46982,40888.03,,,,
2025-07,Wow_Momo,851725,Wow_Momo,India_1,260,108244.6294,0,645.72,1170.6,,40658.1,44398,41828.7,,,,
2025-07,Wow_Momo,102778,Wow_Momo,India_1,437,207043.8104,0,1620.77,2923.85,,83953.1,95760,86876.95,,,,
2025-07,Wow_Momo,1033272,Wow_Momo,India_1,236,112909.3868,0,1223.27,2221.45,,45344.8,54388,47566.25,,,,
2025-07,Wow_Momo,1125577,Wow_Momo,India_1,123,51589.56788,0,2952.26,5425.4,,7044,18816,12469.4,,,,
2025-07,Wow_Momo,22037,Wow_Momo,India_1,93,55437.34818,0,364.47,626.85,,25459,27545,26085.85,,,,
2025-07,Wow_Momo,1066274,Wow_Momo,India_2,295,142990.3203,0,1031.96,1859.3,,61835.5,68927,63694.8,,,,
2025-07,Wow_Momo,646961,Wow_Momo,India_2,597,252444.8553,0,4464.77,8559.42,,95231,113177,103790.42,,,,
2025-07,Wow_Momo,747331,Wow_Momo,India_2,273,116061.9421,0,1363.5,2613.54,,43689,50040,46302.54,,,,
2025-07,Wow_Momo,89705,Wow_Momo,India_1,168,72580.41207,0,1248.72,2390.39,,25293,29602,27683.39,,,,
2025-07,Wow_Momo,1005900,Wow_Momo,India_2,301,171030.7028,0,310,689.96,,82830.8,88592,83520.76,,,,
2025-07,Wow_Momo,961939,Wow_Momo,India_1,170,82349.20986,0,1521.96,3022.13,,34214,39453,37236.13,,,,
2025-07,Wow_Momo,188021,Wow_Momo,India_1,380,193399.1538,0,1458.48,2456.42,,77688,85622,80144.42,,,,
2025-07,Wow_Momo,875188,Wow_Momo,India_2,53,24633.36007,0,93.45,173.55,,10017.1,11792,10190.65,,,,
2025-07,Wow_Momo,181150,Wow_Momo,India_1,167,83966.40631,0,507.5,892.48,,36766.4,39312,37658.88,,,,
2025-07,Wow_Momo,220833,Wow_Momo,India_1,287,133470.9214,0,1109.68,2085.1,,53126.7,59775,55211.8,,,,
2025-07,Wow_Momo,433400,Wow_Momo,India_1,747,392351.5249,0,4568.58,8096.06,,178984.3,197417,187080.36,,,,
2025-07,Wow_Momo,89711,Wow_Momo,India_1,1216,547203.9058,0,9467.55,17681.42,,175581.5,213260,193262.92,,,,
2025-07,Wow_Momo,799811,Wow_Momo,India_1,186,81494.68516,0,412.14,765.39,,34024.9,39665,34790.29,,,,
2025-07,Wow_Momo,504595,Wow_Momo,India_1,910,407815.0929,0,5687.08,10203.68,,163584,182147,173787.68,,,,
2025-07,Wow_Momo,475593,Wow_Momo,India_1,757,394520.5841,0,2465.51,4364.41,,185954.6,197003,190319.01,,,,
2025-07,Wow_Momo,151030,Wow_Momo,India_1,913,417749.809,0,3315.88,6044.26,,166026.7,186562,172070.96,,,,
2025-07,Wow_Momo,22041,Wow_Momo,India_1,191,106748.9234,0,586.25,1038.73,,48772,51617,49810.73,,,,
2025-07,Wow_Momo,799812,Wow_Momo,India_2,296,129065.3297,0,675,1274.96,,49905.8,58200,51180.76,,,,
2025-07,Wow_Momo,620977,Wow_Momo,India_1,451,222931.4451,0,2072.24,3772.13,,81895.6,90241,85667.73,,,,
2025-07,Wow_Momo,1024346,Wow_Momo,India_1,777,418607.5453,0,2241.05,4233.21,,171248,181388,175481.21,,,,
2025-07,Wow_Momo,508442,Wow_Momo,India_1,344,184021.6705,0,1855.4,3297.23,,66330.9,75871,69628.13,,,,
2025-07,Wow_Momo,355021,Wow_Momo,India_1,737,352300.5601,0,5541.73,9855.79,,129072.4,151060,138928.19,,,,
2025-07,Wow_Momo,26354,Wow_Momo,India_1,879,434752.3062,0,3262.87,5636.02,,178898.2,198809,184534.22,,,,
2025-07,Wow_Momo,410710,Wow_Momo,India_1,437,216003.7318,0,2709.32,4838.53,,89658,99652,94496.53,,,,
2025-07,Wow_Momo,542182,Wow_Momo,India_1,522,277302.9934,0,1158.65,2008.86,,121401,127029,123409.86,,,,
2025-07,Wow_Momo,966444,Wow_Momo,India_2,654,314641.8244,0,1729.08,3428.23,,148475.1,161510,151903.33,,,,
2025-07,Wow_Momo,341677,Wow_Momo,India_1,357,164730.99,0,1150.31,2136.22,,71004,76705,73140.22,,,,
2025-07,Wow_Momo,465498,Wow_Momo,India_1,414,224120.0556,0,1272.57,2291.9,,103573.7,113171,105865.6,,,,
2025-07,Wow_Momo,788303,Wow_Momo,India_1,593,278880.9415,0,3493.16,6451.55,,107392.5,121637,113844.05,,,,
2025-07,Wow_Momo,390466,Wow_Momo,India_1,535,302752.7936,0,3268.07,5916.96,,130495.4,146889,136412.36,,,,
2025-07,Wow_Momo,994288,Wow_Momo,India_1,242,127394.7718,0,1313.99,2333.1,,56389,61899,58722.1,,,,
2025-07,Wow_Momo,494531,Wow_Momo,India_1,530,294501.7514,0,2240.11,4302.94,,119217,127700,123519.94,,,,
2025-07,Wow_Momo,319955,Wow_Momo,India_1,1283,728176.7437,0,5765.16,10578.85,,347346,373495,357924.85,,,,
2025-07,Wow_Momo,259986,Wow_Momo,India_1,1581,739181.4795,0,11465.61,20471.87,,295984.1,333602,316455.97,,,,
2025-07,Wow_Momo,355577,Wow_Momo,India_1,740,423391.9644,0,4040.9,7088.19,,193580.4,212087,200668.59,,,,
2025-07,Wow_Momo,53573,Wow_Momo,India_1,241,137997.2362,0,880.71,1585.57,,63793.2,69636,65378.77,,,,
2025-07,Wow_Momo,496611,Wow_Momo,India_1,992,489233.4795,0,5098.67,8771.6,,187002.4,207855,195774,,,,
2025-07,Wow_Momo,608718,Wow_Momo,India_1,702,370216.9195,0,4641.52,8470.91,,146990,165881,155460.91,,,,
2025-07,Wow_Momo,216641,Wow_Momo,India_1,597,324950.8864,0,2385.45,4265.73,,139842.8,150633,144108.53,,,,
2025-07,Wow_Momo,98071,Wow_Momo,India_1,157,85279.3671,0,571.44,1011.24,,39010,41047,40021.24,,,,
2025-07,Wow_Momo,579633,Wow_Momo,India_1,220,101016.148,0,776.24,1598.72,,39217.9,44036,40816.62,,,,
2025-07,Wow_Momo,297817,Wow_Momo,India_1,408,201170.3831,0,3213.42,5524.59,,81252.6,95426,86777.19,,,,
2025-07,Wow_Momo,257684,Wow_Momo,India_1,398,232475.5576,0,1448.93,2483.69,,108011.2,114681,110494.89,,,,
2025-07,Wow_Momo,496613,Wow_Momo,India_1,340,175317.3671,0,2199.15,4046.24,,78378.8,87577,82425.04,,,,
2025-07,Wow_Momo,699417,Wow_Momo,India_1,861,473240.1612,0,4840.88,8675.78,,198751.4,220398,207427.18,,,,
2025-07,Wow_Momo,673425,Wow_Momo,India_1,225,110158.233,0,1364.99,2384.91,,47160.5,53124,49545.41,,,,
2025-07,Wow_Momo,1058363,Wow_Momo,India_2,28,13633.57351,0,43.75,81.25,,5938,6153,6019.25,,,,
2025-07,Wow_Momo,579631,Wow_Momo,India_1,340,156365.9028,0,2510.8,4816.34,,52583.2,62236,57399.54,,,,
2025-07,Wow_Momo,1000382,Wow_Momo,India_1,393,194382.4769,0,2081.7,3674.56,,80660.2,91174,84334.76,,,,
2025-07,Wow_Momo,742034,Wow_Momo,India_1,585,305603.8566,0,1956.69,3512.35,,125878.7,136506,129391.05,,,,
2025-07,Wow_Momo,257318,Wow_Momo,India_1,563,288049.5088,0,2058.86,3569.25,,116679.6,127536,120248.85,,,,
2025-07,Wow_Momo,577179,Wow_Momo,India_1,361,159048.887,0,2786.94,5292.73,,53683,63720,58975.73,,,,
2025-07,Wow_Momo,152874,Wow_Momo,India_1,1305,617871.3753,0,5645.16,10169.06,,237107.6,262943,247276.66,,,,
2025-07,Wow_Momo,937301,Wow_Momo,India_1,800,396694.1942,0,5053.24,8819.82,,154262.3,176781,163082.12,,,,
2025-07,Wow_Momo,790674,Wow_Momo,India_1,297,134961.2991,0,1137.97,2018.3,,54929.7,60309,56948,,,,
2025-07,Wow_Momo,18518,Wow_Momo,India_1,1130,513196.5687,0,5724.27,10173.27,,196070.9,224476,206244.17,,,,
2025-07,Wow_Momo,915680,Wow_Momo,India_1,413,196581.4794,0,2252.07,4061.99,,79520.7,88415,83582.69,,,,
2025-07,Wow_Momo,976929,Wow_Momo,India_1,379,215876.6046,0,1641.39,2823.26,,100080.2,106922,102903.46,,,,
