MNTH,BRAND_NAME,RESTAURANT_ID,BRAND,CITY_CLASSIFICATION,ORDERS,FULFILLED_GMV,FREEBIE_BURN,S_BURN,R_BURN,REST_EO_BURN,REST_TD,TOTAL_DISCOUNT,Final R Burn,,,,
2025-07,Wow_Momo,240366,Wow_Momo,India_1,527,296494.4648,0,1939.92,3559.43,,143659.2,156522,147218.63,,,,
2025-07,Wow_Momo,608721,Wow_Momo,India_1,921,479590.9013,0,3606.42,6433.22,,221583.1,237518,228016.32,,,,
2025-07,Wow_Momo,604560,Wow_Momo,India_1,94,47291.22221,0,712.09,1208.12,,17922,20037,19130.12,,,,
2025-07,Wow_Momo,612730,Wow_Momo,India_2,257,119585.1052,0,551.36,966.82,,51853.7,59260,52820.52,,,,
2025-07,Wow_Momo,864545,Wow_Momo,India_2,292,118944.0603,0,2097.68,3909.97,,42936.8,54639,46846.77,,,,
2025-07,Wow_Momo,949010,Wow_Momo,India_2,309,152146.3332,0,700.61,1343.97,,73944.3,81430,75288.27,,,,
2025-07,Wow_Momo,595304,Wow_Momo,India_1,1276,668500.406,0,7633.75,13395.19,,275288.4,303847,288683.59,,,,
2025-07,Wow_Momo,129614,Wow_Momo,India_1,965,515154.111,0,4602.79,8383.63,,210524.9,230343,218908.53,,,,
2025-07,Wow_Momo,595302,Wow_Momo,India_1,225,110071.7737,0,2094.15,3689,,42630,49724,46319,,,,
2025-07,Wow_Momo,84732,Wow_Momo,India_1,656,363858.5237,0,2872.53,5101.67,,158967,171615,164068.67,,,,
2025-07,Wow_Momo,650466,Wow_Momo,India_1,380,205327.2698,0,2464.83,4405.32,,91229,100866,95634.32,,,,
2025-07,Wow_Momo,216642,Wow_Momo,India_1,249,118946.1802,0,1271.87,2447.68,,44886.5,50112,47334.18,,,,
2025-07,Wow_Momo,747574,Wow_Momo,India_1,360,178960.1713,0,999.59,1820.64,,80814,86252,82634.64,,,,
2025-07,Wow_Momo,690861,Wow_Momo,India_1,81,39894.31355,0,358.73,616.23,,16688.2,18489,17304.43,,,,
2025-07,Wow_Momo,596588,Wow_Momo,India_1,487,249544.5912,0,1371.19,2503.46,,107450.8,119360,109954.26,,,,
2025-07,Wow_Momo,623679,Wow_Momo,India_2,253,111462.008,0,1457.4,2877.04,,40818.2,48174,43695.24,,,,
2025-07,Wow_Momo,679716,Wow_Momo,India_1,352,152834.4322,0,1798.49,3468.52,,58384.3,67265,61852.82,,,,
2025-07,Wow_Momo,593265,Wow_Momo,India_2,372,171619.6751,0,2533.08,4908.41,,63865.4,77799,68773.81,,,,
2025-07,Wow_Momo,615220,Wow_Momo,India_1,236,114096.1884,0,1795.68,3120.48,,44804.1,52214,47924.58,,,,
2025-07,Wow_Momo,948162,Wow_Momo,India_1,296,149754.2282,0,2132.24,3743.38,,59566,67422,63309.38,,,,
2025-07,Wow_Momo,627409,Wow_Momo,India_1,1001,523535.995,0,3949.37,7055.85,,214615,232989,221670.85,,,,
2025-07,Wow_Momo,378545,Wow_Momo,India_1,731,355587.4523,0,2698.72,4812.5,,137716.6,155897,142529.1,,,,
2025-07,Wow_Momo,569328,Wow_Momo,India_1,230,101208.8048,0,809.55,1432.04,,43301.5,51323,44733.54,,,,
2025-07,Wow_Momo,318312,Wow_Momo,India_1,420,195356.2724,0,2215.62,4146.11,,74552.3,82954,78698.41,,,,
2025-07,Wow_Momo,543897,Wow_Momo,India_1,361,204562.4307,0,1742.96,2938.25,,85963.4,94878,88901.65,,,,
2025-07,Wow_Momo,99136,Wow_Momo,India_1,138,62873.9449,0,497.5,902.48,,24169.5,29094,25071.98,,,,
2025-07,Wow_Momo,113739,Wow_Momo,India_1,252,122943.6203,0,850.49,1547.3,,53292.8,57702,54840.1,,,,
2025-07,Wow_Momo,352846,Wow_Momo,India_1,582,267470.3753,0,1251.64,2253.01,,110924.9,124066,113177.91,,,,
2025-07,Wow_Momo,255695,Wow_Momo,India_1,623,353965.1367,0,2502.48,4447.38,,159754.4,170435,164201.78,,,,
2025-07,Wow_Momo,1011076,Wow_Momo,India_2,457,201562.6125,0,2204.64,4208.55,,83350.4,96742,87558.95,,,,
2025-07,Wow_Momo,447390,Wow_Momo,India_1,1088,604784.2629,0,2809.19,5354.5,,256126,269873,261480.5,,,,
2025-07,Wow_Momo,744043,Wow_Momo,India_1,317,169827.6736,0,1793.13,3185.05,,76658.9,86326,79843.95,,,,
2025-07,Wow_Momo,686423,Wow_Momo,India_2,72,34640.58387,0,131.25,243.74,,14227.4,17017,14471.14,,,,
2025-07,Wow_Momo,213610,Wow_Momo,India_1,423,219558.5236,0,2046.32,3667.37,,97109,105301,100776.37,,,,
2025-07,Wow_Momo,496195,Wow_Momo,India_1,411,201267.4827,0,1548.5,2766.42,,78481.1,87457,81247.52,,,,
2025-07,Wow_Momo,938006,Wow_Momo,India_1,194,93445.54004,0,888.75,1586.21,,36987,41249,38573.21,,,,
2025-07,Wow_Momo,225299,Wow_Momo,India_1,310,141664.8452,0,1431.97,2709.31,,56640.3,65465,59349.61,,,,
2025-07,Wow_Momo,942640,Wow_Momo,India_2,243,118346.0491,0,972.88,1931.03,,47067.9,55457,48998.93,,,,
2025-07,Wow_Momo,20208,Wow_Momo,India_1,390,181401.6003,0,875.84,1569.39,,72149.2,79970,73718.59,,,,
2025-07,Wow_Momo,616508,Wow_Momo,India_1,220,92201.10648,0,611.01,1106.13,,35713,43396,36819.13,,,,
2025-07,Wow_Momo,69947,Wow_Momo,India_1,173,84031.71862,0,1207.25,2412.7,,31034,35422,33446.7,,,,
2025-07,Wow_Momo,1035276,Wow_Momo,India_2,136,59667.56712,0,586.25,1088.71,,22064.7,27156,23153.41,,,,
2025-07,Wow_Momo,13926,Wow_Momo,India_1,574,277011.2477,0,3097.65,5654.75,,106248.4,118641,111903.15,,,,
2025-07,Wow_Momo,593676,Wow_Momo,India_2,116,58789.70701,0,497.47,1215,,23465.6,28594,24680.6,,,,
2025-07,Wow_Momo,865577,Wow_Momo,India_1,694,370902.7785,0,2356.52,4114.8,,157624,170691,161738.8,,,,
2025-07,Wow_Momo,785275,Wow_Momo,India_2,424,187464.1025,0,1045.67,1884.78,,74562.5,83529,76447.28,,,,
2025-07,Wow_Momo,755020,Wow_Momo,India_1,333,181696.9029,0,1283.11,2211.42,,85560,90631,87771.42,,,,
2025-07,Wow_Momo,410277,Wow_Momo,India_1,554,271610.2056,0,2715.58,4800.14,,107176,118786,111976.14,,,,
2025-07,Wow_Momo,32287,Wow_Momo,India_1,120,63068.62423,0,650,1149.95,,26232.7,28933,27382.65,,,,
2025-07,Wow_Momo,665027,Wow_Momo,India_2,247,103831.3594,0,324.37,659.55,,40932.8,46427,41592.35,,,,
2025-07,Wow_Momo,444197,Wow_Momo,India_1,823,400415.6613,0,3403.72,5995.4,,166152,178658,172147.4,,,,
2025-07,Wow_Momo,78815,Wow_Momo,India_1,780,366040.3822,0,9093.82,17569.72,,125701.8,157466,143271.52,,,,
2025-07,Wow_Momo,994286,Wow_Momo,India_1,151,86122.85999,0,548.36,1167.19,,38819.1,41418,39986.29,,,,
2025-07,Wow_Momo,89706,Wow_Momo,India_1,141,63724.6127,0,559.66,1039.36,,24685,26883,25724.36,,,,
2025-07,Wow_Momo,153966,Wow_Momo,India_1,662,414323.2894,0,3686.51,6487.67,,196056,209375,202543.67,,,,
2025-07,Wow_Momo,157488,Wow_Momo,India_1,299,156670.028,0,758.75,1266.22,,67188.5,72688,68454.72,,,,
2025-07,Wow_Momo,915023,Wow_Momo,India_2,10,4833.995018,0,,,,1920.1,2291,1920.1,,,,
2025-07,Wow_Momo,261618,Wow_Momo,India_1,200,109606.7611,0,790.86,1498.15,,47838.2,52826,49336.35,,,,
2025-07,Wow_Momo,969584,Wow_Momo,India_2,261,116994.5075,0,1081.57,2165.5,,47904.7,55470,50070.2,,,,
2025-07,Wow_Momo,502983,Wow_Momo,India_1,290,143075.3691,0,1873.23,3381.62,,57088.7,64817,60470.32,,,,
2025-07,Wow_Momo,22039,Wow_Momo,India_1,836,471664.2096,0,5190.68,9069.55,,197736.6,217257,206806.15,,,,
2025-07,Wow_Momo,26349,Wow_Momo,India_1,1337,730719.8592,0,4406.63,7673.53,,318956.1,338611,326629.63,,,,
2025-07,Wow_Momo,646877,Wow_Momo,India_1,634,327354.8498,0,3911.66,6877.86,,136692.7,152048,143570.56,,,,
2025-07,Wow_Momo,244006,Wow_Momo,India_1,622,329783.1482,0,4002.97,6937.54,,130449,144426,137386.54,,,,
2025-07,Wow_Momo,213671,Wow_Momo,India_1,395,225398.8167,0,1798.92,3122.91,,105477.9,113426,108600.81,,,,
2025-07,Wow_Momo,320564,Wow_Momo,India_1,364,157900.4394,0,1948.35,3661.17,,57928.4,66295,61589.57,,,,
2025-07,Wow_Momo,1061496,Wow_Momo,India_1,451,208772.7742,0,4164.81,7977.25,,73683.3,89024,81660.55,,,,
2025-07,Wow_Momo,874233,Wow_Momo,India_1,1080,565838.7009,0,2739.7,4760.77,,237523.9,255670,242284.67,,,,
2025-07,Wow_Momo,874175,Wow_Momo,India_1,447,201500.592,0,1178.57,2167.86,,83675.9,89654,85843.76,,,,
2025-07,Wow_Momo,509039,Wow_Momo,India_1,956,600795.8925,0,3146.77,5858.2,,294373,307355,300231.2,,,,
2025-07,Wow_Momo,101055,Wow_Momo,India_1,263,111578.5782,0,1775.96,3576.67,,37907.2,46549,41483.87,,,,
2025-07,Wow_Momo,102122,Wow_Momo,India_1,875,402073.4246,0,2220.43,4095.02,,149227.1,162529,153322.12,,,,
2025-07,Wow_Momo,678015,Wow_Momo,India_1,1051,525616.7165,0,6650.82,11802.42,,206095,230223,217897.42,,,,
2025-07,Wow_Momo,502240,Wow_Momo,India_1,657,384988.5381,0,3550,6190.55,,180006.7,194749,186197.25,,,,
2025-07,Wow_Momo,195446,Wow_Momo,India_1,850,423020.1256,0,3176.03,5469.65,,170830.5,187051,176300.15,,,,
2025-07,Wow_Momo,605103,Wow_Momo,India_1,746,492326.7003,0,4228.62,7107.99,,237334.5,254441,244442.49,,,,
2025-07,Wow_Momo,502241,Wow_Momo,India_2,237,99050.27538,0,404.25,793.59,,38748,42706,39541.59,,,,
2025-07,Wow_Momo,184935,Wow_Momo,India_1,605,345626.5906,0,2703.67,4523.91,,154796.3,166162,159320.21,,,,
2025-07,Wow_Momo,1000678,Wow_Momo,India_1,404,221339.3604,0,1792.47,3382.41,,84022,90577,87404.41,,,,
2025-07,Wow_Momo,246363,Wow_Momo,India_1,660,349225.3669,0,2489.85,4378.93,,145976.7,156528,150355.63,,,,
2025-07,Wow_Momo,369491,Wow_Momo,India_1,636,340192.0012,0,2374.37,4158.71,,138105.2,147726,142263.91,,,,
2025-07,Wow_Momo,595300,Wow_Momo,India_1,555,277039.6775,0,2618.16,4519.32,,112632.1,125378,117151.42,,,,
2025-07,Wow_Momo,697225,Wow_Momo,India_2,206,85434.36572,0,446.25,828.73,,32430.9,36471,33259.63,,,,
2025-07,Wow_Momo,15502,Wow_Momo,India_1,1265,621276.9962,0,11549.11,20462.79,,236247.8,282949,256710.59,,,,
2025-07,Wow_Momo,129615,Wow_Momo,India_1,1028,584029.5394,0,2989.93,5476.17,,257834.5,273945,263310.67,,,,
2025-07,Wow_Momo,865609,Wow_Momo,India_1,981,526366.2635,0,4334.95,7864.09,,213148.7,231630,221012.79,,,,
2025-07,Wow_Momo,966093,Wow_Momo,India_1,582,258883.4896,0,2187.83,4049.34,,104056.5,115040,108105.84,,,,
2025-07,Wow_Momo,659239,Wow_Momo,India_1,293,145108.4032,0,1177.25,2112.69,,62943.2,70201,65055.89,,,,
2025-07,Wow_Momo,480590,Wow_Momo,India_2,349,137535.7063,0,694.38,1289.58,,55023.4,63775,56312.98,,,,
2025-07,Wow_Momo,665197,Wow_Momo,India_1,812,452756.6467,0,3075.44,5277.16,,187643.7,201322,192920.86,,,,
2025-07,Wow_Momo,514902,Wow_Momo,India_2,466,226444.2501,0,1192.09,2292.44,,95068.4,104634,97360.84,,,,
2025-07,Wow_Momo,675964,Wow_Momo,India_1,822,389883.9236,0,4471.01,7911.03,,161294.8,183538,169205.83,,,,
2025-07,Wow_Momo,535796,Wow_Momo,India_1,272,128185.8614,0,1041.91,1892.1,,54680,58794,56572.1,,,,
2025-07,Wow_Momo,527591,Wow_Momo,India_1,381,214367.0039,0,1687.73,2919.95,,96298,102295,99217.95,,,,
2025-07,Wow_Momo,759228,Wow_Momo,India_2,437,198815.8853,0,1089.65,2254.91,,79978.1,90227,82233.01,,,,
2025-07,Wow_Momo,190042,Wow_Momo,India_1,636,344087.4463,0,1643.31,2851.78,,146870.8,155858,149722.58,,,,
2025-07,Wow_Momo,413979,Wow_Momo,India_1,1027,600963.5236,0,3397.57,5895.32,,248741.4,265451,254636.72,,,,
2025-07,Wow_Momo,971226,Wow_Momo,India_1,762,409348.651,0,6669.35,12003.36,,177096,199162,189099.36,,,,
2025-07,Wow_Momo,151187,Wow_Momo,India_1,442,224169.2703,0,1270.06,2237.2,,97083.7,104995,99320.9,,,,
2025-07,Wow_Momo,699421,Wow_Momo,India_2,491,226596.6279,0,1709.62,3353.5,,89964.4,102430,93317.9,,,,
2025-07,Wow_Momo,419705,Wow_Momo,India_1,330,151518.0462,0,1346.45,2474.82,,58231.6,64349,60706.42,,,,
2025-07,Wow_Momo,303454,Wow_Momo,India_2,483,199407.0885,0,1005.94,1889.58,,74132.2,85923,76021.78,,,,
2025-07,Wow_Momo,464323,Wow_Momo,India_2,508,213253.8773,0,3022.72,5748.48,,72375.9,87871,78124.38,,,,
2025-07,Wow_Momo,89709,Wow_Momo,India_1,1017,458670.114,0,3845.49,7473.06,,173761.5,192032,181234.56,,,,
2025-07,Wow_Momo,303630,Wow_Momo,India_1,920,452614.7175,0,2138.23,3777.36,,187005.8,203807,190783.16,,,,
2025-07,Wow_Momo,786565,Wow_Momo,India_1,322,177649.9899,0,1103.48,1886.41,,73934.5,79565,75820.91,,,,
2025-07,Wow_Momo,1024347,Wow_Momo,India_2,507,311563.0776,0,2614.99,5220.53,,143945.2,159071,149165.73,,,,
2025-07,Wow_Momo,772157,Wow_Momo,India_1,281,143929.9822,0,1777.93,3344.56,,57877.5,65639,61222.06,,,,
2025-07,Wow_Momo,753904,Wow_Momo,India_1,89,39311.30057,0,723.22,1343.08,,13311.6,17208,14654.68,,,,
2025-07,Wow_Momo,407376,Wow_Momo,India_1,337,178197.8766,0,814.99,1434.95,,76568,79719,78002.95,,,,
2025-07,Wow_Momo,585387,Wow_Momo,India_1,579,314997.417,0,2240.97,3948.86,,142716,152489,146664.86,,,,
2025-07,Wow_Momo,184800,Wow_Momo,India_1,441,203924.5639,0,3169.47,6095.25,,72346.2,84737,78441.45,,,,
2025-07,Wow_Momo,259361,Wow_Momo,India_1,866,447499.4817,0,4803.46,8620.49,,188557.8,207690,197178.29,,,,
2025-07,Wow_Momo,747329,Wow_Momo,India_1,640,335876.2387,0,5779.57,10427.64,,142195.7,162842,152623.34,,,,
2025-07,Wow_Momo,184933,Wow_Momo,India_1,784,440660.4874,0,3145.32,5522.64,,198828.6,212521,204351.24,,,,
2025-07,Wow_Momo,744055,Wow_Momo,India_1,717,374925.0533,0,2617.11,4867.84,,164292,175938,169159.84,,,,
2025-07,Wow_Momo,407383,Wow_Momo,India_1,799,418980.8412,0,2756.47,4747.57,,177774.3,190150,182521.87,,,,
2025-07,Wow_Momo,508441,Wow_Momo,India_1,703,331742.816,0,3301.56,5899.9,,136076,149694,141975.9,,,,
2025-07,Wow_Momo,1018999,Wow_Momo,India_1,303,149788.2458,0,381.16,786.43,,66066.9,69017,66853.33,,,,
2025-07,Wow_Momo,46653,Wow_Momo,India_1,161,95588.23296,0,610,1039.95,,40691,44110,41730.95,,,,
2025-07,Wow_Momo,314808,Wow_Momo,India_1,466,256229.8282,0,3313.05,5989.28,,114333,126748,120322.28,,,,
2025-07,Wow_Momo,13927,Wow_Momo,India_1,820,400470.9342,0,3865.77,6784.14,,152969.6,171481,159753.74,,,,
2025-07,Wow_Momo,302498,Wow_Momo,India_1,204,109253.3084,0,822.28,1592.94,,45152.2,49894,46745.14,,,,
2025-07,Wow_Momo,257268,Wow_Momo,India_1,414,231724.6691,0,2464.4,4405.01,,105301.4,115380,109706.41,,,,
2025-07,Wow_Momo,966132,Wow_Momo,India_2,447,203183.9175,0,2558.94,4948.64,,74677.4,89540,79626.04,,,,
2025-07,Wow_Momo,586950,Wow_Momo,India_1,593,317032.5781,0,2142.51,3768.88,,141827,150182,145595.88,,,,
2025-07,Wow_Momo,962067,Wow_Momo,India_1,504,251852.9275,0,2316.99,4124.34,,101200.2,109608,105324.54,,,,
2025-07,Wow_Momo,920695,Wow_Momo,India_1,27,12461.93165,0,183.75,341.25,,4430,5270,4771.25,,,,
2025-07,Wow_Momo,217808,Wow_Momo,India_1,256,124773.7025,0,932.09,1638.13,,53585.5,61849,55223.63,,,,
2025-07,Wow_Momo,226431,Wow_Momo,India_1,333,156926.015,0,1223.49,2165.02,,60778,70530,62943.02,,,,
2025-07,Wow_Momo,621466,Wow_Momo,India_1,280,138746.0597,0,1476.6,2663.63,,57948,63466,60611.63,,,,
2025-07,Wow_Momo,26350,Wow_Momo,India_1,230,133042.4387,0,1863.23,3116.56,,57825,63905,60941.56,,,,
2025-07,Wow_Momo,575605,Wow_Momo,India_1,621,304622.8896,0,1899.22,3432.08,,120510.2,135325,123942.28,,,,
2025-07,Wow_Momo,835515,Wow_Momo,India_2,340,177925.3827,0,593.89,1382.1,,80300.8,87643,81682.9,,,,
2025-07,Wow_Momo,22042,Wow_Momo,India_1,455,242442.2204,0,1505.72,2660.52,,100703.3,106909,103363.82,,,,
2025-07,Wow_Momo,343612,Wow_Momo,India_1,689,334237.7714,0,2258.05,4121.02,,135711.3,146542,139832.32,,,,
2025-07,Wow_Momo,14121,Wow_Momo,India_1,458,222336.8707,0,1593.33,2851.84,,95120,102499,97971.84,,,,
2025-07,Wow_Momo,363277,Wow_Momo,India_1,414,225868.8037,0,1096.9,1942.06,,94916.3,103080,96858.36,,,,
2025-07,Wow_Momo,234933,Wow_Momo,India_1,1455,760998.9712,0,5916.01,10790.1,,307355.6,333158,318145.7,,,,
2025-07,Wow_Momo,415338,Wow_Momo,India_1,207,105533.4644,0,839.74,1450.19,,46643.2,51812,48093.39,,,,
2025-07,Wow_Momo,334098,Wow_Momo,India_1,188,87987.97308,0,1723.81,3450.65,,29435.6,36165,32886.25,,,,
2025-07,Wow_Momo,295237,Wow_Momo,India_1,1490,776246.9444,0,10319.15,18478.92,,316428.2,354642,334907.12,,,,
2025-07,Wow_Momo,824510,Wow_Momo,India_1,646,323882.1321,0,2595.93,5106.69,,124680,134264,129786.69,,,,
2025-07,Wow_Momo,350419,Wow_Momo,India_1,241,90949.72739,0,387.69,720.01,,32062.8,38743,32782.81,,,,
2025-07,Wow_Momo,354830,Wow_Momo,India_1,175,94608.97012,0,616.72,1071.75,,42762,44921,43833.75,,,,
2025-07,Wow_Momo,915021,Wow_Momo,India_1,299,147727.8462,0,566.97,1024.37,,64048,68556,65072.37,,,,
2025-07,Wow_Momo,882605,Wow_Momo,India_2,1624,779965.4022,0,2967.5,5582.39,,335842.2,354549,341424.59,,,,
2025-07,Wow_Momo,51616,Wow_Momo,India_1,997,455502.2521,0,3493.66,6073.85,,185696.7,205447,191770.55,,,,
2025-07,Wow_Momo,355410,Wow_Momo,India_1,993,578901.4858,0,2559.99,4399.79,,280213,294266,284612.79,,,,
2025-07,Wow_Momo,452429,Wow_Momo,India_2,421,216646.5343,0,888.75,1736.19,,100935,108501,102671.19,,,,
2025-07,Wow_Momo,772160,Wow_Momo,India_1,551,295709.4346,0,1726.85,2963.82,,124393.8,131767,127357.62,,,,
2025-07,Wow_Momo,352821,Wow_Momo,India_1,609,332185.0039,0,2747.52,4733.87,,153128,162569,157861.87,,,,
2025-07,Wow_Momo,1007062,Wow_Momo,India_2,218,94385.75268,0,1126.28,2177.37,,38558.8,45463,40736.17,,,,
2025-07,Wow_Momo,99239,Wow_Momo,India_1,611,325121.9823,0,1829.37,3218.77,,144705.7,157191,147924.47,,,,
2025-07,Wow_Momo,593270,Wow_Momo,India_1,790,473517.8527,0,2893.53,5066.43,,228710.5,243570,233776.93,,,,
2025-07,Wow_Momo,518893,Wow_Momo,India_1,1422,765769.0414,0,6563.75,11478.17,,292952.3,317185,304430.47,,,,
2025-07,Wow_Momo,184932,Wow_Momo,India_1,713,377896.1168,0,3036.82,5423.27,,162047.8,172979,167471.07,,,,
2025-07,Wow_Momo,48652,Wow_Momo,India_1,550,307477.7828,0,2912.54,5263.89,,144982.6,160619,150246.49,,,,
2025-07,Wow_Momo,852502,Wow_Momo,India_1,280,141146.9196,0,968.15,1690.83,,65568,69582,67258.83,,,,
2025-07,Wow_Momo,169699,Wow_Momo,India_2,493,193491.5562,0,1971.85,3876.23,,72907.8,87044,76784.03,,,,
2025-07,Wow_Momo,895430,Wow_Momo,India_2,242,110872.0386,0,1143.29,2216.08,,44936.6,53851,47152.68,,,,
2025-07,Wow_Momo,833329,Wow_Momo,India_2,445,193457.8334,0,1517.54,2935.36,,77745.8,89556,80681.16,,,,
2025-07,Wow_Momo,354834,Wow_Momo,India_1,1171,643397.4378,0,5279.9,9304.57,,297711.7,318358,307016.27,,,,
2025-07,Wow_Momo,101598,Wow_Momo,India_1,532,284013.7547,0,2031.82,3640.16,,129592.9,139029,133233.06,,,,
2025-07,Wow_Momo,266114,Wow_Momo,India_1,619,303440.3121,0,2273.35,4453.25,,112620,121507,117073.25,,,,
2025-07,Wow_Momo,738175,Wow_Momo,India_1,657,334432.8954,0,3108.68,5576.69,,134061,145377,139637.69,,,,
2025-07,Wow_Momo,453673,Wow_Momo,India_2,276,117058.6647,0,1543.12,2830.04,,46664.9,57327,49494.94,,,,
2025-07,Wow_Momo,581573,Wow_Momo,India_1,755,364793.0499,0,4209.9,7482.55,,147223.2,165728,154705.75,,,,
2025-07,Wow_Momo,419703,Wow_Momo,India_1,570,269933.1175,0,1860,3239.95,,110776,120925,114015.95,,,,
2025-07,Wow_Momo,248961,Wow_Momo,India_1,421,221011.9176,0,1565.63,2721.84,,105638.8,113283,108360.64,,,,
2025-07,Wow_Momo,303945,Wow_Momo,India_1,414,209942.6354,0,1870.9,3279.86,,87383.7,96292,90663.56,,,,
2025-07,Wow_Momo,875349,Wow_Momo,India_1,680,361511.4291,0,2498.38,4582.29,,156786.6,174097,161368.89,,,,
2025-07,Wow_Momo,1060662,Wow_Momo,India_1,174,77163.95158,0,656.25,1168.73,,33189,36829,34357.73,,,,
2025-07,Wow_Momo,106795,Wow_Momo,India_1,443,263691.2977,0,2262.79,3997.96,,123702.2,135373,127700.16,,,,
2025-07,Wow_Momo,452522,Wow_Momo,India_1,629,342602.5575,0,3401.92,5927.73,,139334.1,154659,145261.83,,,,
2025-07,Wow_Momo,798676,Wow_Momo,India_1,99,46302.26386,0,921.25,1603.7,,17603,20958,19206.7,,,,
2025-07,Wow_Momo,114137,Wow_Momo,India_1,173,85432.96826,0,847.25,1442.71,,34236.8,37986,35679.51,,,,
2025-07,Wow_Momo,267251,Wow_Momo,India_1,300,153700.1497,0,1134.64,2064.31,,68653.1,73243,70717.41,,,,
